"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"1965","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPEC. G.LINFAT.INGUIN. OU M.INFER.",,"ICD9","NEOPLASIA MALIGNA SECUNDARIA OU N/ESPEC. G.LINFAT.INGUIN. OU M.INFER.","196",""
"64113","HEMORRAGIA POR PLACENTA PREVIA-CONDICAO OU COMPLICACAO ANTEPARTO",,"ICD9","HEMORRAGIA POR PLACENTA PREVIA-CONDICAO OU COMPLICACAO ANTEPARTO","6411",""
"M80903","CARCINOMA BASOCELULAR SOE",,"ICD9","CARCINOMA BASOCELULAR SOE","",""
"1990","NEOPLASIA MALIGNA DISSEMINADA",,"ICD9","NEOPLASIA MALIGNA DISSEMINADA","199",""
"36632","CATARATA ASSOCIADA A TRANSTORNOS INFLAMATORIOS (OCULARES)",,"ICD9","CATARATA ASSOCIADA A TRANSTORNOS INFLAMATORIOS (OCULARES)","3663",""
"36634","CATARATA ASSOCIADA A TRANSTORNOS DEGENERATIVOS (OCULARES)",,"ICD9","CATARATA ASSOCIADA A TRANSTORNOS DEGENERATIVOS (OCULARES)","3663",""
"36643","CATARATA MIOTONICA",,"ICD9","CATARATA MIOTONICA","3664",""
"36644","CATARATA ASSOCIADA A SINDROMOS NCOP",,"ICD9","CATARATA ASSOCIADA A SINDROMOS NCOP","3664",""
"36652","POS-CATARATA NCOP SEM VISAO OBSCURA",,"ICD9","POS-CATARATA NCOP SEM VISAO OBSCURA","3665",""
"36720","ASTIGMATISMO SOE",,"ICD9","ASTIGMATISMO SOE","3672",""
"36722","ASTIGMATISMO IRREGULAR",,"ICD9","ASTIGMATISMO IRREGULAR","3672",""
"36751","PARESIA DA ACOMODACAO (OCULAR)",,"ICD9","PARESIA DA ACOMODACAO (OCULAR)","3675",""
"64101","PLACENTA PREVIA SEM HEMORRAGIA, PARTO REFERENCIADO, C/ OU S/ CONDICAO ANTEPARTO",,"ICD9","PLACENTA PREVIA SEM HEMORRAGIA, PARTO REFERENCIADO, C/ OU S/ CONDICAO ANTEPARTO","6410",""
"64243","PRE-ECLAMPSIA LEVE OU NAO ESPECIFICADA, CONDICAO OU COMPLICACAO ANTEPARTO",,"ICD9","PRE-ECLAMPSIA LEVE OU NAO ESPECIFICADA, CONDICAO OU COMPLICACAO ANTEPARTO","6424",""
"6425","PRE-ECLAMPSIA SEVERA",,"ICD9","PRE-ECLAMPSIA SEVERA","642",""
"64250","PRE-ECLAMPSIA SEVERA-N/ESPECIFICADO COMO EPISODIO TRATAM./NAO APLICAVEL",,"ICD9","PRE-ECLAMPSIA SEVERA-N/ESPECIFICADO COMO EPISODIO TRATAM./NAO APLICAVEL","6425",""
"64201","HIPERTENSAO ESSENCIAL BENIGNA, PARTO REFERENCIADO, C/ OU S/ CONDICAO ANTEPARTO",,"ICD9","HIPERTENSAO ESSENCIAL BENIGNA, PARTO REFERENCIADO, C/ OU S/ CONDICAO ANTEPARTO","6420",""
"2111","NEOPLASIA BENIGNA DO ESTOMAGO",,"ICD9","NEOPLASIA BENIGNA DO ESTOMAGO","211",""
"2112","NEOPLASIA BENIGNA DO DUODENO, JEJUNO E ILEO",,"ICD9","NEOPLASIA BENIGNA DO DUODENO, JEJUNO E ILEO","211",""
"2115","NEOPLASIA BENIGNA DO FIGADO E VIAS BILIARES",,"ICD9","NEOPLASIA BENIGNA DO FIGADO E VIAS BILIARES","211",""
"2154","NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO OU TECIDOS MOLES DO TORAX",,"ICD9","NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO OU TECIDOS MOLES DO TORAX","215",""
"M88950","MIOMA",,"ICD9","MIOMA","",""
"V2512","ADMISSAO PARA REMOCAO DE DISPOSITIVO CONTRACEPTIVO INTRA-UTERINO",,"ICD9","ADMISSAO PARA REMOCAO DE DISPOSITIVO CONTRACEPTIVO INTRA-UTERINO","V251",""
"V909","CORPO ESTRANHO RETIDO, NAO ESPECIFICADO",,"ICD9","CORPO ESTRANHO RETIDO, NAO ESPECIFICADO","V90",""
"36920","VISAO SUBNORMAL EM AMBOS OLHOS-SEM ESPECIFICAR GRAU",,"ICD9","VISAO SUBNORMAL EM AMBOS OLHOS-SEM ESPECIFICAR GRAU","3692",""
"V528","COLOCACAO E AJUSTE DE DISPOSITIVOS PROTECTICOS ESPECIFICADOS NCOP",,"ICD9","COLOCACAO E AJUSTE DE DISPOSITIVOS PROTECTICOS ESPECIFICADOS NCOP","V52",""
"V594","DADOR DE RIM",,"ICD9","DADOR DE RIM","V59",""
"2135","NEOPLASIA BENIGNA DOS OSSOS CURTOS DO MEMBRO SUPERIOR",,"ICD9","NEOPLASIA BENIGNA DOS OSSOS CURTOS DO MEMBRO SUPERIOR","213",""
"2137","NEOPLASIA BENIGNA DOS OSSOS LONGOS DO MEMBRO INFERIOR",,"ICD9","NEOPLASIA BENIGNA DOS OSSOS LONGOS DO MEMBRO INFERIOR","213",""
"2139","NEOPLASIA BENIGNA DE OSSO E CARTILAGEM ARTICULAR, LOCAL NAO ESPEC.",,"ICD9","NEOPLASIA BENIGNA DE OSSO E CARTILAGEM ARTICULAR, LOCAL NAO ESPEC.","213",""
"2141","LIPOMA DA PELE E TECIDO SUBCUTANEO, EXCEPTO FACE",,"ICD9","LIPOMA DA PELE E TECIDO SUBCUTANEO, EXCEPTO FACE","214",""
"2148","LIPOMA DE LOCALIZACAO NCOP",,"ICD9","LIPOMA DE LOCALIZACAO NCOP","214",""
"2149","LIPOMA DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","LIPOMA DE LOCALIZACAO NAO ESPECIFICADA","214",""
"2150","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES CABECA, FACE E PESCOCO",,"ICD9","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES CABECA, FACE E PESCOCO","215",""
"2153","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES MEMBRO INF., INCL. ANCA",,"ICD9","NEOPLASIA BENIGNA TEC.CONJUNTIVO OU TEC.MOLES MEMBRO INF., INCL. ANCA","215",""
"2278","TUMOR BENIGNO DE GLANDULAS ENDOCRINAS NCOP",,"ICD9","TUMOR BENIGNO DE GLANDULAS ENDOCRINAS NCOP","227",""
"22800","HEMANGIOMA DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","HEMANGIOMA DE LOCALIZACAO NAO ESPECIFICADA","2280",""
"22802","HEMANGIOMA DE ESTRUTURAS INTRACRANEANAS",,"ICD9","HEMANGIOMA DE ESTRUTURAS INTRACRANEANAS","2280",""
"2165","NEOPLASIA BENIGNA DA PELE DO TRONCO (EXCEPTO ESCROTO)",,"ICD9","NEOPLASIA BENIGNA DA PELE DO TRONCO (EXCEPTO ESCROTO)","216",""
"2167","NEOPLASIA BENIGNA DA PELE DO MEMBRO INFERIOR, INCLUSIVE DA ANCA",,"ICD9","NEOPLASIA BENIGNA DA PELE DO MEMBRO INFERIOR, INCLUSIVE DA ANCA","216",""
"2169","NEOPLASIA BENIGNA DA PELE, SITIO NAO ESPECIFICADO",,"ICD9","NEOPLASIA BENIGNA DA PELE, SITIO NAO ESPECIFICADO","216",""
"2180","LEIOMIOMA SUBMUCOSO DO UTERO",,"ICD9","LEIOMIOMA SUBMUCOSO DO UTERO","218",""
"2182","LEIOMIOMA SUBSEROSO DO UTERO",,"ICD9","LEIOMIOMA SUBSEROSO DO UTERO","218",""
"2189","LEIOMIOMA UTERINO, NAO ESPECIFICADO",,"ICD9","LEIOMIOMA UTERINO, NAO ESPECIFICADO","218",""
"2190","NEOPLASIA BENIGNA DO COLO UTERINO",,"ICD9","NEOPLASIA BENIGNA DO COLO UTERINO","219",""
"2198","NEOPLASIA BENIGNA DO UTERO, LOCAL NCOP",,"ICD9","NEOPLASIA BENIGNA DO UTERO, LOCAL NCOP","219",""
"220","NEOPLASIA BENIGNA DO OVARIO",,"ICD9","NEOPLASIA BENIGNA DO OVARIO","14",""
"2211","TUMOR BENIGNO DA VAGINA",,"ICD9","TUMOR BENIGNO DA VAGINA","221",""
"2274","TUMOR BENIGNO DA GLANDULA PINEAL (EPIFISE)",,"ICD9","TUMOR BENIGNO DA GLANDULA PINEAL (EPIFISE)","227",""
"2329","CARCINOMA IN SITU NA PELE SOE",,"ICD9","CARCINOMA IN SITU NA PELE SOE","232",""
"2243","TUMOR BENIGNO DA CONJUNTIVA",,"ICD9","TUMOR BENIGNO DA CONJUNTIVA","224",""
"2245","TUMOR BENIGNO DA RETINA",,"ICD9","TUMOR BENIGNO DA RETINA","224",""
"2252","NEOPLASIA BENIGNA DAS MENINGES CEREBRAIS",,"ICD9","NEOPLASIA BENIGNA DAS MENINGES CEREBRAIS","225",""
"2254","NEOPLASIA BENIGNA DAS MENINGES ESPINHAIS",,"ICD9","NEOPLASIA BENIGNA DAS MENINGES ESPINHAIS","225",""
"2258","NEOPLASIA BENIGNA DE PARTES ESPECIFICAS DO SIST.NERVOSO CENTRAL, NCOP",,"ICD9","NEOPLASIA BENIGNA DE PARTES ESPECIFICAS DO SIST.NERVOSO CENTRAL, NCOP","225",""
"2271","TUMOR BENIGNO DA GLANDULA PARATIROIDE",,"ICD9","TUMOR BENIGNO DA GLANDULA PARATIROIDE","227",""
"M92100","OSTEOCONDROMA",,"ICD9","OSTEOCONDROMA","",""
"17301","CARCINOMA DE CELULAS BASAIS DA PELE DO LABIO",,"ICD9","CARCINOMA DE CELULAS BASAIS DA PELE DO LABIO","1730",""
"17311","CARCINOMA DE CELULAS BASAIS DA PALPEBRA, INCLUINDO COMISSURAS",,"ICD9","CARCINOMA DE CELULAS BASAIS DA PALPEBRA, INCLUINDO COMISSURAS","1731",""
"17320","NEOPLASIA MALIGNA DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO, SOE",,"ICD9","NEOPLASIA MALIGNA DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO, SOE","1732",""
"17322","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO","1732",""
"17330","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO",,"ICD9","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO","1733",""
"17332","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DE PARTES DA FACE, LOCAL NCOP OU SOE",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DE PARTES DA FACE, LOCAL NCOP OU SOE","1733",""
"17340","NEOPLASIA MALIGNA SOE DO COURO CABELUDO E/OU DA PELE DO PESCOCO",,"ICD9","NEOPLASIA MALIGNA SOE DO COURO CABELUDO E/OU DA PELE DO PESCOCO","1734",""
"17342","CARCINOMA DE CELULAS ESCAMOSAS DO COURO CABELUDO E/OU DA PELE DO PESCOCO",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DO COURO CABELUDO E/OU DA PELE DO PESCOCO","1734",""
"17350","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE DO TRONCO, EXCEPTO DO ESCROTO",,"ICD9","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE DO TRONCO, EXCEPTO DO ESCROTO","1735",""
"17352","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DO TRONCO, EXCEPTO DO ESCROTO",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DO TRONCO, EXCEPTO DO ESCROTO","1735",""
"17362","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DO MEMBRO SUPERIOR, INCLUINDO O OMBRO",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PELE DO MEMBRO SUPERIOR, INCLUINDO O OMBRO","1736",""
"17370","NEOPLASIA MALIGNA SOE DA PELE DO MEMBRO INFERIOR, INCLUINDO A ANCA",,"ICD9","NEOPLASIA MALIGNA SOE DA PELE DO MEMBRO INFERIOR, INCLUINDO A ANCA","1737",""
"17380","NEOPLASIA MALIGNA SOE DE LOCAIS ESPECIFICADOS DA PELE, NCOP",,"ICD9","NEOPLASIA MALIGNA SOE DE LOCAIS ESPECIFICADOS DA PELE, NCOP","1738",""
"17390","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE, LOCAL SOE",,"ICD9","NEOPLASIA MALIGNA NAO ESPECIFICADA DA PELE, LOCAL SOE","1739",""
"17392","CARCINOMA DE CELULAS ESCAMOSAS DA PELE, LOCAL SOE",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PELE, LOCAL SOE","1739",""
"28244","TALASSEMIA BETA",,"ICD9","TALASSEMIA BETA","2824",""
"36573","GLAUCOMA, ESTADIO GRAVE",,"ICD9","GLAUCOMA, ESTADIO GRAVE","3657",""
"6234","LACERACAO VAGINAL ANTIGA",,"ICD9","LACERACAO VAGINAL ANTIGA","623",""
"6271","HEMORRAGIA GENITAL POS-MENOPAUSICA",,"ICD9","HEMORRAGIA GENITAL POS-MENOPAUSICA","627",""
"37925","MEMBRANAS DO HUMOR VITREO",,"ICD9","MEMBRANAS DO HUMOR VITREO","3792",""
"3793","AFACIA E TRANSTORNOS DO CRISTALINO NCOP",,"ICD9","AFACIA E TRANSTORNOS DO CRISTALINO NCOP","379",""
"37932","SUBLUXACAO DO CRISTALINO",,"ICD9","SUBLUXACAO DO CRISTALINO","3793",""
"37934","LUXACAO POSTERIOR DO CRISTALINO",,"ICD9","LUXACAO POSTERIOR DO CRISTALINO","3793",""
"37813","EXOTROPIA MONOCULAR DE TIPO V",,"ICD9","EXOTROPIA MONOCULAR DE TIPO V","3781",""
"37817","EXOTROPIA ALTERNANTE DE TIPO V",,"ICD9","EXOTROPIA ALTERNANTE DE TIPO V","3781",""
"37824","EXOTROPIA INTERMITENTE, ALTERNANTE",,"ICD9","EXOTROPIA INTERMITENTE, ALTERNANTE","3782",""
"38021","COLESTEATOMA DO OUVIDO EXTERNO",,"ICD9","COLESTEATOMA DO OUVIDO EXTERNO","3802",""
"37887","DESVIO DISSOCIADO DOS MOVIMENTOS OCULARES NCOP",,"ICD9","DESVIO DISSOCIADO DOS MOVIMENTOS OCULARES NCOP","3788",""
"37992","TUMEFACAO OU MASSA NOS OLHOS",,"ICD9","TUMEFACAO OU MASSA NOS OLHOS","3799",""
"38110","OTITE MEDIA CRONICA SEROSA SIMPLES OU SOE",,"ICD9","OTITE MEDIA CRONICA SEROSA SIMPLES OU SOE","3811",""
"3813","OTITES MEDIAS CRONICAS NAO SUPURATIVAS NCOP E AS SOE",,"ICD9","OTITES MEDIAS CRONICAS NAO SUPURATIVAS NCOP E AS SOE","381",""
"37943","MIDRIASE (PERSISTENTE) NAO DEVIDA A DROGAS MIDRIATICAS",,"ICD9","MIDRIASE (PERSISTENTE) NAO DEVIDA A DROGAS MIDRIATICAS","3794",""
"53989","COMPLICACOES NCOP DE PROCED BARIATRICO NCOP",,"ICD9","COMPLICACOES NCOP DE PROCED BARIATRICO NCOP","5398",""
"59683","COMPLICACAO DE CISTOSTOMIA NCOP",,"ICD9","COMPLICACAO DE CISTOSTOMIA NCOP","5968",""
"62931","EROSAO DE REDE VAGINAL IMPLANTADA E/OU OUTROS MAT PROTETICOS ENVOLVENDO TEC/ORG VIZINHOS",,"ICD9","EROSAO DE REDE VAGINAL IMPLANTADA E/OU OUTROS MAT PROTETICOS ENVOLVENDO TEC/ORG VIZINHOS","6293",""
"70441","QUISTO PILOSO",,"ICD9","QUISTO PILOSO","7044",""
"1479","TUMOR MALIGNO DA NASOFARINGE SOE",,"ICD9","TUMOR MALIGNO DA NASOFARINGE SOE","147",""
"1488","TUMOR MALIGNO DA HIPOFARINGE NCOP",,"ICD9","TUMOR MALIGNO DA HIPOFARINGE NCOP","148",""
"1491","TUMOR MALIGNO DO ANEL DE WALDEYER",,"ICD9","TUMOR MALIGNO DO ANEL DE WALDEYER","149",""
"1505","NEOPLASIA MALIGNA DO TERCO INFERIOR DO ESOFAGO",,"ICD9","NEOPLASIA MALIGNA DO TERCO INFERIOR DO ESOFAGO","150",""
"1513","NEOPLASIA MALIGNA DO FUNDO GASTRICO",,"ICD9","NEOPLASIA MALIGNA DO FUNDO GASTRICO","151",""
"1514","NEOPLASIA MALIGNA DO CORPO DO ESTOMAGO",,"ICD9","NEOPLASIA MALIGNA DO CORPO DO ESTOMAGO","151",""
"63491","ABORTO ESPONTANEO INCOMPLETO, SEM MENCAO DE COMPLICACAO",,"ICD9","ABORTO ESPONTANEO INCOMPLETO, SEM MENCAO DE COMPLICACAO","6349",""
"38032","DEFORMIDADES ADQUIRIDAS DO PAVILHAO AURICULAR OU ORELHA",,"ICD9","DEFORMIDADES ADQUIRIDAS DO PAVILHAO AURICULAR OU ORELHA","3803",""
"V5409","CUIDADOS POSTERIORES COM DISPOSITIVOS DE FIXAC?O INTERNA",,"ICD9","CUIDADOS POSTERIORES COM DISPOSITIVOS DE FIXAC?O INTERNA","V540",""
"V8402","SUSCEPTIBILIDADE GENETICA A NEOPLASIA MALIGNA DO OVARIO",,"ICD9","SUSCEPTIBILIDADE GENETICA A NEOPLASIA MALIGNA DO OVARIO","V840",""
"28731","PURPURA TROMBOCITOPENICA IMUNE",,"ICD9","PURPURA TROMBOCITOPENICA IMUNE","2873",""
"1522","NEOPLASIA MALIGNA DO ILEON",,"ICD9","NEOPLASIA MALIGNA DO ILEON","152",""
"1531","NEOPLASIA MALIGNA DO COLON TRANSVERSO",,"ICD9","NEOPLASIA MALIGNA DO COLON TRANSVERSO","153",""
"1533","NEOPLASIA MALIGNA DO COLON SIGMOIDE",,"ICD9","NEOPLASIA MALIGNA DO COLON SIGMOIDE","153",""
"1535","NEOPLASIA MALIGNA DO APENDICE",,"ICD9","NEOPLASIA MALIGNA DO APENDICE","153",""
"1537","NEOPLASIA MALIGNA DO ANGULO ESPLENICO DO COLON",,"ICD9","NEOPLASIA MALIGNA DO ANGULO ESPLENICO DO COLON","153",""
"1540","NEOPLASIA MALIGNA DA JUNCAO RECTO-SIGMOIDEIA",,"ICD9","NEOPLASIA MALIGNA DA JUNCAO RECTO-SIGMOIDEIA","154",""
"1542","NEOPLASIA MALIGNA DO CANAL ANAL",,"ICD9","NEOPLASIA MALIGNA DO CANAL ANAL","154",""
"1560","NEOPLASIA MALIGNA DA VESICULA BILIAR",,"ICD9","NEOPLASIA MALIGNA DA VESICULA BILIAR","156",""
"1562","NEOPLASIA MALIGNA DA AMPOLA DE VATER",,"ICD9","NEOPLASIA MALIGNA DA AMPOLA DE VATER","156",""
"1570","NEOPLASIA MALIGNA DA CABECA DO PANCREAS",,"ICD9","NEOPLASIA MALIGNA DA CABECA DO PANCREAS","157",""
"1572","NEOPLASIA MALIGNA DA CAUDA DO PANCREAS",,"ICD9","NEOPLASIA MALIGNA DA CAUDA DO PANCREAS","157",""
"1588","NEOPLASIA MALIGNA DO PERITONEU, LOCAL NCOP",,"ICD9","NEOPLASIA MALIGNA DO PERITONEU, LOCAL NCOP","158",""
"1591","NEOPLASIA MALIGNA DO BACO NCOP",,"ICD9","NEOPLASIA MALIGNA DO BACO NCOP","159",""
"1598","NEOPLASIA MALIGNA DE LOCAIS DO AP. DIGESTIVO OU DE ORGAOS INTRA-ABDOMINAIS NCOP",,"ICD9","NEOPLASIA MALIGNA DE LOCAIS DO AP. DIGESTIVO OU DE ORGAOS INTRA-ABDOMINAIS NCOP","159",""
"1602","TUMOR MALIGNO DO SEIO MAXILAR",,"ICD9","TUMOR MALIGNO DO SEIO MAXILAR","160",""
"1500","NEOPLASIA MALIGNA DO ESOFAGO CERVICAL",,"ICD9","NEOPLASIA MALIGNA DO ESOFAGO CERVICAL","150",""
"1501","NEOPLASIA MALIGNA DO ESOFAGO TORACICO",,"ICD9","NEOPLASIA MALIGNA DO ESOFAGO TORACICO","150",""
"1551","NEOPLASIA MALIGNA DAS VIAS BILIARES INTRA-HEPATICAS",,"ICD9","NEOPLASIA MALIGNA DAS VIAS BILIARES INTRA-HEPATICAS","155",""
"1618","NEOPLASIA MALIGNA DE LOCAL ESPECIFICADO NCOP DA LARINGE",,"ICD9","NEOPLASIA MALIGNA DE LOCAL ESPECIFICADO NCOP DA LARINGE","161",""
"1643","TUMOR MALIGNO DO MEDIASTINO POSTERIOR",,"ICD9","TUMOR MALIGNO DO MEDIASTINO POSTERIOR","164",""
"1543","NEOPLASIA MALIGNA DO ANUS, LOCAL NAO ESPECIFICADO",,"ICD9","NEOPLASIA MALIGNA DO ANUS, LOCAL NAO ESPECIFICADO","154",""
"20200","LINFOMA NODULAR - LOCAL NAO ESPECIFICADO, EXTRA-GANGLIONAR, OU ORGAO SOLIDO",,"ICD9","LINFOMA NODULAR - LOCAL NAO ESPECIFICADO, EXTRA-GANGLIONAR, OU ORGAO SOLIDO","2020",""
"20204","LINFOMA NODULAR, GANGLIOS LINFATICOS DA AXILA E MEMBRO SUPERIOR",,"ICD9","LINFOMA NODULAR, GANGLIOS LINFATICOS DA AXILA E MEMBRO SUPERIOR","2020",""
"37055","ABCESSO DA CORNEA",,"ICD9","ABCESSO DA CORNEA","3705",""
"37100","OPACIDADE DA CORNEA, NAO ESPECIFICADA",,"ICD9","OPACIDADE DA CORNEA, NAO ESPECIFICADA","3710",""
"37102","OPACIDADE PERIFERICA DA CORNEA",,"ICD9","OPACIDADE PERIFERICA DA CORNEA","3710",""
"37104","LEUCOMA ADERENTE DA CORNEA",,"ICD9","LEUCOMA ADERENTE DA CORNEA","3710",""
"36206","RETINOPATIA DIABETICA NAO PROLIFERATIVA, SEVERA",,"ICD9","RETINOPATIA DIABETICA NAO PROLIFERATIVA, SEVERA","3620",""
"36207","EDEMA MACULAR NA DIABETES",,"ICD9","EDEMA MACULAR NA DIABETES","3620",""
"38915","SURDEZ SENSORIAL, UNILATERAL",,"ICD9","SURDEZ SENSORIAL, UNILATERAL","3891",""
"52310","GENGIVITE CRONICA,  INDUZIDA POR PLACA",,"ICD9","GENGIVITE CRONICA,  INDUZIDA POR PLACA","5231",""
"52341","PERIODONTITE CRONICA, LOCALIZADA",,"ICD9","PERIODONTITE CRONICA, LOCALIZADA","5234",""
"67514","ABCESSO DA MAMA (ASSOCIADO COM O PARTO), CONDICAO OU COMPLICACAO POS-PARTO",,"ICD9","ABCESSO DA MAMA (ASSOCIADO COM O PARTO), CONDICAO OU COMPLICACAO POS-PARTO","6751",""
"37130","ALTERACOES DA MEMBRANA DA CORNEA SOE",,"ICD9","ALTERACOES DA MEMBRANA DA CORNEA SOE","3713",""
"37142","EROSAO RECORRENTE DA CORNEA",,"ICD9","EROSAO RECORRENTE DA CORNEA","3714",""
"37161","CERATOCONE CONDICAO ESTAVEL",,"ICD9","CERATOCONE CONDICAO ESTAVEL","3716",""
"37171","ECTASIA DA CORNEA",,"ICD9","ECTASIA DA CORNEA","3717",""
"37021","CERATITE PUNTACTA",,"ICD9","CERATITE PUNTACTA","3702",""
"37240","PTERIGIO SOE",,"ICD9","PTERIGIO SOE","3724",""
"37241","PTERIGIO PERIFERICO ESTACIONARIO",,"ICD9","PTERIGIO PERIFERICO ESTACIONARIO","3724",""
"37243","PTERIGIO CENTRAL",,"ICD9","PTERIGIO CENTRAL","3724",""
"37245","PTERIGIO RECIDIVANTE",,"ICD9","PTERIGIO RECIDIVANTE","3724",""
"37123","QUERATOPATIA BOLHOSA",,"ICD9","QUERATOPATIA BOLHOSA","3712",""
"37411","ECTROPIO SENIL",,"ICD9","ECTROPIO SENIL","3741",""
"37414","ECTROPIO CICATRICIAL",,"ICD9","ECTROPIO CICATRICIAL","3741",""
"37420","LAGOFTALMO SOE",,"ICD9","LAGOFTALMO SOE","3742",""
"37421","LAGOFTALMO PARALITICO",,"ICD9","LAGOFTALMO PARALITICO","3742",""
"37423","LAGOFTALMO CICATRICIAL",,"ICD9","LAGOFTALMO CICATRICIAL","3742",""
"37430","PTOSE DA PALPEBRA SOE",,"ICD9","PTOSE DA PALPEBRA SOE","3743",""
"37432","PTOSE MIOGENICA DA PALPEBRA",,"ICD9","PTOSE MIOGENICA DA PALPEBRA","3743",""
"37434","BLEFAROCALASIA",,"ICD9","BLEFAROCALASIA","3743",""
"37189","TRANSTORNO DA CORNEA NCOP",,"ICD9","TRANSTORNO DA CORNEA NCOP","3718",""
"37400","ENTROPIO NAO ESPECIFICADO",,"ICD9","ENTROPIO NAO ESPECIFICADO","3740",""
"37403","ENTROPIO ESPASTICO",,"ICD9","ENTROPIO ESPASTICO","3740",""
"2321","CARCINOMA IN SITU DAS PALPEBRAS E COMISSURAS",,"ICD9","CARCINOMA IN SITU DAS PALPEBRAS E COMISSURAS","232",""
"2387","NEOPLASIA DE COMPORTAMENTO INCERTO TEC.LINFATIC. OU HEMATOPOIETICOS NCOP",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO TEC.LINFATIC. OU HEMATOPOIETICOS NCOP","238",""
"2350","NEOPLASIA DE COMPORTAMENTO INCERTO DAS GLANDULAS SALIVARES MAIORES",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DAS GLANDULAS SALIVARES MAIORES","235",""
"2352","NEOPLASIA DE COMPORTAMENTO INCERTO DO ESTOMAGO, INTESTINO E RECTO",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO ESTOMAGO, INTESTINO E RECTO","235",""
"2354","NEOPLASIA DE COMPORTAMENTO INCERTO DO RETROPERITONEU E PERITONEU",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO RETROPERITONEU E PERITONEU","235",""
"2356","NEOPLASIA DE COMPORTAMENTO INCERTO DA LARINGE",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA LARINGE","235",""
"2370","NEOPLASIA COMPORTAMENTO INCERTO HIPOFISE E CONDUTO CRANEOFARINGEO",,"ICD9","NEOPLASIA COMPORTAMENTO INCERTO HIPOFISE E CONDUTO CRANEOFARINGEO","237",""
"2373","NEOPLASIA DE COMPORTAMENTO INCERTO DOS PARAGANGLIOS",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DOS PARAGANGLIOS","237",""
"2374","NEOPLASIA COMPORTAMENTO INCERTO GLAND.ENDOCRINAS NCOP OU NAO ESPEC.",,"ICD9","NEOPLASIA COMPORTAMENTO INCERTO GLAND.ENDOCRINAS NCOP OU NAO ESPEC.","237",""
"2376","NEOPLASIA DE COMPORTAMENTO INCERTO DAS MENINGES",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DAS MENINGES","237",""
"2379","NEOPLASIA COMPORTAMENTO INCERTO NCOP OU N/ESPECIF. DO SIST.NERVOSO",,"ICD9","NEOPLASIA COMPORTAMENTO INCERTO NCOP OU N/ESPECIF. DO SIST.NERVOSO","237",""
"2380","NEOPLASIA DE COMPORTAMENTO INCERTO DE OSSO OU CARTILAGEM ARTICULAR",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DE OSSO OU CARTILAGEM ARTICULAR","238",""
"2382","NEOPLASIA DE COMPORTAMENTO INCERTO DA PLE",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA PLE","238",""
"24220","BOCIO MULTINODULAR TOXICO, S/MENCAO DE CRISE OU TEMPESTADE TIROTOXICA",,"ICD9","BOCIO MULTINODULAR TOXICO, S/MENCAO DE CRISE OU TEMPESTADE TIROTOXICA","2422",""
