"COD_ACTO","DESIGNACAO","REQ_PROCESSO","COD_GRUPO","CONTAGEM","EST_GRUPO","CONT_TAXAS","CONT_FACT","DTA_DESACTIVO","COD_VERDIAG","DESIGNACAO_LONGA"
"4959","ESFINCTEROTOMIA ANAL","",,1,,1,1,,"ICD9","ESFINCTEROTOMIA ANAL"
"4971","SUTURA DE LACERACAO DO ANUS","",,1,,1,1,,"ICD9","SUTURA DE LACERACAO DO ANUS"
"4992","INSERCAO SUBCUTANEA DE ESTIMULADOR ANAL ELECTRICO","",,1,,1,1,,"ICD9","INSERCAO SUBCUTANEA DE ESTIMULADOR ANAL ELECTRICO"
"4994","REDUCAO DO PROLAPSO ANAL","",,1,,1,1,,"ICD9","REDUCAO DO PROLAPSO ANAL"
"4999","OPERACOES DO ANUS NCOP","",,1,,1,1,,"ICD9","OPERACOES DO ANUS NCOP"
"5021","MARSUPIALIZACAO DE LESAO DO FIGADO","",,1,,1,1,,"ICD9","MARSUPIALIZACAO DE LESAO DO FIGADO"
"5022","HEPATECTOMIA PARCIAL","",,1,,1,1,,"ICD9","HEPATECTOMIA PARCIAL"
"503","LOBECTOMIA DO FIGADO","",,1,,1,1,,"ICD9","LOBECTOMIA DO FIGADO"
"5121","COLECISTECTOMIA PARCIAL","",,1,,1,1,,"ICD9","COLECISTECTOMIA PARCIAL"
"5141","EXPLORACAO DA VIA BILIAR PRINCIPAL PARA REMOCAO DE CALCULO","",,1,,1,1,,"ICD9","EXPLORACAO DA VIA BILIAR PRINCIPAL PARA REMOCAO DE CALCULO"
"5151","INCISAO E EXPLORACAO DA VIA BILIAR PRINCIPAL (COLEDOCO)","",,1,,1,1,,"ICD9","INCISAO E EXPLORACAO DA VIA BILIAR PRINCIPAL (COLEDOCO)"
"5252","PANCREATECTOMIA DISTAL","",,1,,1,1,,"ICD9","PANCREATECTOMIA DISTAL"
"5300","REPARACAO UNILATERAL DE HERNIA INGUINAL, SOE","",,1,,1,1,,"ICD9","REPARACAO UNILATERAL DE HERNIA INGUINAL, SOE"
"5302","REPARACAO UNILATERAL DE HERNIA INGUINAL INDIRECTA","",,1,,1,1,,"ICD9","REPARACAO UNILATERAL DE HERNIA INGUINAL INDIRECTA"
"5304","REPARACAO UNILATER. HERNIA INGUIN.INDIRECTA C/ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO UNILATER. HERNIA INGUIN.INDIRECTA C/ENXERTO OU PROTESE"
"5310","REPARACAO BILATERAL DE HERNIA INGUINAL, SOE","",,1,,1,1,,"ICD9","REPARACAO BILATERAL DE HERNIA INGUINAL, SOE"
"5312","REPARACAO BILATERAL DE HERNIA INGUINAL INDIRECTA","",,1,,1,1,,"ICD9","REPARACAO BILATERAL DE HERNIA INGUINAL INDIRECTA"
"5314","REPARACAO BILATERAL DE HERNIA INGUINAL DIRECTA COM ENXERTO OU PR","",,1,,1,1,,"ICD9","REPARACAO BILATERAL DE HERNIA INGUINAL DIRECTA COM ENXERTO OU PR"
"5316","REPARACAO BILATERAL HERNIAS INGUINAIS UMA DIRECTA OUTRA INDIRECT","",,1,,1,1,,"ICD9","REPARACAO BILATERAL HERNIAS INGUINAIS UMA DIRECTA OUTRA INDIRECT"
"5349","REPARACAO DE HERNIA UMBILICAL, NCOP","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA UMBILICAL, NCOP"
"5351","REPARACAO DE HERNIA INCISIONAL (EVENTRACAO)","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA INCISIONAL (EVENTRACAO)"
"5369","REPARACAO DE HERNIA DA PAREDE ABDOMINAL COM ENXERTO OU PROTESE","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA DA PAREDE ABDOMINAL COM ENXERTO OU PROTESE"
"539","REPARACAO DE HERNIA","",,1,,1,1,,"ICD9","REPARACAO DE HERNIA"
"541","LAPAROTOMIA","",,1,,1,1,,"ICD9","LAPAROTOMIA"
"5412","REABERTURA DO LOCAL DE LAPAROTOMIA RECENTE","",,1,,1,1,,"ICD9","REABERTURA DO LOCAL DE LAPAROTOMIA RECENTE"
"5421","LAPAROSCOPIA","",,1,,1,1,,"ICD9","LAPAROSCOPIA"
"543","EXCISAO OU DESTRUIC. DE LESAO OU TEC. DA PAREDE ABDOM. OU UMBIGO","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUIC. DE LESAO OU TEC. DA PAREDE ABDOM. OU UMBIGO"
"5463","SUTURA DA PAREDE ABDOMINAL, NCOP","",,1,,1,1,,"ICD9","SUTURA DA PAREDE ABDOMINAL, NCOP"
"5492","EXTRACCAO DE CORPO ESTRANHO DA CAVIDADE ABDOMINAL","",,1,,1,1,,"ICD9","EXTRACCAO DE CORPO ESTRANHO DA CAVIDADE ABDOMINAL"
"5498","DIALISE PERITONEAL","",,1,,1,1,,"ICD9","DIALISE PERITONEAL"
"5499","OPERACAO NA REGIAO ABDOMINAL, NCOP","",,1,,1,1,,"ICD9","OPERACAO NA REGIAO ABDOMINAL, NCOP"
"5504","NEFROSTOMIA PERCUTANEA COM FRAGMENTACAO","",,1,,1,1,,"ICD9","NEFROSTOMIA PERCUTANEA COM FRAGMENTACAO"
"5511","PIELOTOMIA","",,1,,1,1,,"ICD9","PIELOTOMIA"
"5531","MARSUPIALIZACAO DE LESAO DO RIM","",,1,,1,1,,"ICD9","MARSUPIALIZACAO DE LESAO DO RIM"
"5539","DESTRUICAO LOCAL OU EXCISAO DE LESAO OU TECIDO DO RIM, NCOP","",,1,,1,1,,"ICD9","DESTRUICAO LOCAL OU EXCISAO DE LESAO OU TECIDO DO RIM, NCOP"
"554","NEFRECTOMIA PARCIAL","",,1,,1,1,,"ICD9","NEFRECTOMIA PARCIAL"
"555","NEFRECTOMIA COMPLETA","",,1,,1,1,,"ICD9","NEFRECTOMIA COMPLETA"
"5551","NEFRO-URETERECTOMIA","",,1,,1,1,,"ICD9","NEFRO-URETERECTOMIA"
"5552","NEFRECTOMIA DE RIM RESTANTE","",,1,,1,1,,"ICD9","NEFRECTOMIA DE RIM RESTANTE"
"5553","REMOCAO DE RIM TRANSPLANTADO OU REJEITADO","",,1,,1,1,,"ICD9","REMOCAO DE RIM TRANSPLANTADO OU REJEITADO"
"5554","NEFRECTOMIA BILATERAL","",,1,,1,1,,"ICD9","NEFRECTOMIA BILATERAL"
"5569","TRANSPLANTACOES DE RIM NCOP","",,1,,1,1,,"ICD9","TRANSPLANTACOES DE RIM NCOP"
"561","MEATOTOMIA URETERAL","",,1,,1,1,,"ICD9","MEATOTOMIA URETERAL"
"5633","BIOPSIA FECHADA ENDOSCOPICA DO URETER","",,1,,1,1,,"ICD9","BIOPSIA FECHADA ENDOSCOPICA DO URETER"
"5641","URETERECTOMIA PARCIAL","",,1,,1,1,,"ICD9","URETERECTOMIA PARCIAL"
"5661","FORMACAO DE URETEROSTOMIAS CUTANEAS NCOP","",,1,,1,1,,"ICD9","FORMACAO DE URETEROSTOMIAS CUTANEAS NCOP"
"5674","URETERONEOCISTOSTOMIA","",,1,,1,1,,"ICD9","URETERONEOCISTOSTOMIA"
"5689","REPARACOES DO URETER NCOP","",,1,,1,1,,"ICD9","REPARACOES DO URETER NCOP"
"5693","SUBSTITUICAO DE ESTIMULADOR ELECTRONICO URETERAL","",,1,,1,1,,"ICD9","SUBSTITUICAO DE ESTIMULADOR ELECTRONICO URETERAL"
"5699","OPERACOES NO URETER NCOP","",,1,,1,1,,"ICD9","OPERACOES NO URETER NCOP"
"57","OPERACAO NA BEXIGA","",,0,,1,1,,"ICD9","OPERACAO NA BEXIGA"
"5717","CISTOSTOMIA PERCUTANEA","",,1,,1,1,,"ICD9","CISTOSTOMIA PERCUTANEA"
"5718","CISTOSTOMIA SUPRAPUBICA, NCOP","",,1,,1,1,,"ICD9","CISTOSTOMIA SUPRAPUBICA, NCOP"
"5731","CISTOSCOPIA ATRAVES DE ESTOMA ARTIFICIAL","",,1,,1,1,,"ICD9","CISTOSCOPIA ATRAVES DE ESTOMA ARTIFICIAL"
"575","EXCISAO OU DESTRUICAO DE TECIDO DA BEXIGA NCOP","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE TECIDO DA BEXIGA NCOP"
"5751","EXCISAO DO URACUS","",,1,,1,1,,"ICD9","EXCISAO DO URACUS"
"5771","CISTECTOMIA RADICAL","",,1,,1,1,,"ICD9","CISTECTOMIA RADICAL"
"5784","REPARACAO DE FISTULA DA BEXIGA","",,1,,1,1,,"ICD9","REPARACAO DE FISTULA DA BEXIGA"
"5787","RECONSTRUCAO DA BEXIGA","",,1,,1,1,,"ICD9","RECONSTRUCAO DA BEXIGA"
"5788","ANASTOMOSES DA BEXIGA NCOP","",,1,,1,1,,"ICD9","ANASTOMOSES DA BEXIGA NCOP"
"579","OPERACOES NA BEXIGA NCOP","",,1,,1,1,,"ICD9","OPERACOES NA BEXIGA NCOP"
"5792","DILATACAO DO COLO VESICAL","",,1,,1,1,,"ICD9","DILATACAO DO COLO VESICAL"
"5796","IMPLANTACAO DE ESTIMULADOR ELECTRONICO DA BEXIGA","",,1,,1,1,,"ICD9","IMPLANTACAO DE ESTIMULADOR ELECTRONICO DA BEXIGA"
"5798","EXTRACCAO DE ESTIMULADOR ELECTRONICO DA BEXIGA","",,1,,1,1,,"ICD9","EXTRACCAO DE ESTIMULADOR ELECTRONICO DA BEXIGA"
"5799","OPERACOES NA BEXIGA NCOP","",,1,,1,1,,"ICD9","OPERACOES NA BEXIGA NCOP"
"580","URETROTOMIA","",,1,,1,1,,"ICD9","URETROTOMIA"
"8090","EXCISOES ARTICULARES NCOP LOCALIZACAO NAO ESPECIFICADA","",,1,,1,1,,"ICD9","EXCISOES ARTICULARES NCOP LOCALIZACAO NAO ESPECIFICADA"
"8098","EXCISOES ARTICULARES NCOP PE E DEDOS","",,1,,1,1,,"ICD9","EXCISOES ARTICULARES NCOP PE E DEDOS"
"8100","FIXACAO DA COLUNA VERTEBRAL NCOP","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA VERTEBRAL NCOP"
"8101","FIXACAO VERTEBRAL DA ARTICULACAO ATLOIDE-AXIANA","",,1,,1,1,,"ICD9","FIXACAO VERTEBRAL DA ARTICULACAO ATLOIDE-AXIANA"
"8102","FIXACAO DA COLUNA CERVICAL NCOP, TECNICA ANTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA CERVICAL NCOP, TECNICA ANTERIOR"
"8104","FIXACAO DA COLUNA DORSAL E DORSOLOMBAR, TECNICA ANTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA DORSAL E DORSOLOMBAR, TECNICA ANTERIOR"
"8106","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA ANTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA ANTERIOR"
"8108","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA POSTERIOR","",,1,,1,1,,"ICD9","FIXACAO DA COLUNA LOMBAR E LOMBO-SAGRADA, TECNICA POSTERIOR"
"811","ARTRODESE DO PE E TORNOZELO","",,1,,1,1,,"ICD9","ARTRODESE DO PE E TORNOZELO"
"8111","FUSAO (ARTRODESE) DO TORNOZELO","",,1,,1,1,,"ICD9","FUSAO (ARTRODESE) DO TORNOZELO"
"8112","ARTRODESE TRIPLA DO TORNOZELO","",,1,,1,1,,"ICD9","ARTRODESE TRIPLA DO TORNOZELO"
"8113","FUSAO (ARTRODESE) SUBTARSICA","",,1,,1,1,,"ICD9","FUSAO (ARTRODESE) SUBTARSICA"
"8117","FUSAO (ARTRODESE) NCOP DO PE","",,1,,1,1,,"ICD9","FUSAO (ARTRODESE) NCOP DO PE"
"8122","ARTRODESE DO JOELHO","",,1,,1,1,,"ICD9","ARTRODESE DO JOELHO"
"8125","FIXACAO RADIOCARPICA","",,1,,1,1,,"ICD9","FIXACAO RADIOCARPICA"
"8141","SUBSTITUICAO TOTAL DE JOELHO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE JOELHO"
"8144","ESTABILIZACAO DA ROTULA","",,1,,1,1,,"ICD9","ESTABILIZACAO DA ROTULA"
"8148","SUBSTITUICAO TOTAL DE TORNOZELO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE TORNOZELO"
"815","SUBSTITUICAO TOTAL DE ARTICULACAO DO MEMBRO INFERIOR","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE ARTICULACAO DO MEMBRO INFERIOR"
"8152","SUBSTITUICAO PARCIAL DA ANCA","",,1,,1,1,,"ICD9","SUBSTITUICAO PARCIAL DA ANCA"
"8154","SUBSTITUICAO TOTAL DE JOELHO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE JOELHO"
"8156","SUBSTITUICAO TOTAL DO TORNOZELO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DO TORNOZELO"
"8159","REVISAO DE SUBSTITUICAO DE ARTICULACAO, NCOP","",,1,,1,1,,"ICD9","REVISAO DE SUBSTITUICAO DE ARTICULACAO, NCOP"
"8169","REPARACAO DA ANCA, NCOP","",,1,,1,1,,"ICD9","REPARACAO DA ANCA, NCOP"
"817","ARTROPLASTIA E REPARTACAO DE MAO, DEDOS OU PUNHO","",,1,,1,1,,"ICD9","ARTROPLASTIA E REPARTACAO DE MAO, DEDOS OU PUNHO"
"8172","ARTROPLASTIA ARTICUL.METACARPO-FALANG.OU INTER-FALANG.S/IMPLANTE","",,1,,1,1,,"ICD9","ARTROPLASTIA ARTICUL.METACARPO-FALANG.OU INTER-FALANG.S/IMPLANTE"
"8175","ASTROPLASTIA DE ARTIC.CARPO-CARPICA OU CARPO-METACARP.S/IMPLANTE","",,1,,1,1,,"ICD9","ASTROPLASTIA DE ARTIC.CARPO-CARPICA OU CARPO-METACARP.S/IMPLANTE"
"8179","REPARACAO DE MAO, DEDOS OU PUNHO, NCOP","",,1,,1,1,,"ICD9","REPARACAO DE MAO, DEDOS OU PUNHO, NCOP"
"8180","SUBSTITUICAO TOTAL (DA ARTICULACAO) DO OMBRO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL (DA ARTICULACAO) DO OMBRO"
"8182","REPARACAO DE LUXACAO RECORRENTE DO OMBRO","",,1,,1,1,,"ICD9","REPARACAO DE LUXACAO RECORRENTE DO OMBRO"
"8184","SUBSTITUICAO TOTAL DE COTOVELO","",,1,,1,1,,"ICD9","SUBSTITUICAO TOTAL DE COTOVELO"
"8187","REPARACAO NCOP DE PUNHO","",,1,,1,1,,"ICD9","REPARACAO NCOP DE PUNHO"
"8193","SUTURA DE CAPSULA OU LIGAMENTO DE EXTREMIDADE SUPERIOR","",,1,,1,1,,"ICD9","SUTURA DE CAPSULA OU LIGAMENTO DE EXTREMIDADE SUPERIOR"
"8196","REPARACOES DE ARTICULACAO NCOP","",,1,,1,1,,"ICD9","REPARACOES DE ARTICULACAO NCOP"
"8198","ACTOS DE DIAGNOSTICO NAS ESTRUTURAS ARTICULARES NCOP","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NAS ESTRUTURAS ARTICULARES NCOP"
"82","OPERACAO NOS MUSCULOS, TENDOES E FASCIA DA MAO","",,0,,1,1,,"ICD9","OPERACAO NOS MUSCULOS, TENDOES E FASCIA DA MAO"
"8201","EXPLORACAO DE BAINHA DO TENDAO DA MAO","",,1,,1,1,,"ICD9","EXPLORACAO DE BAINHA DO TENDAO DA MAO"
"8209","INCISAO DOS TECIDOS MOLES DA MAO NCOP","",,1,,1,1,,"ICD9","INCISAO DOS TECIDOS MOLES DA MAO NCOP"
"8212","FASCIOTOMIA DA MAO","",,1,,1,1,,"ICD9","FASCIOTOMIA DA MAO"
"822","EXCISAO DE LESAO DE MUSCULO TENDAO E FASCIA DA MAO","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DE MUSCULO TENDAO E FASCIA DA MAO"
"8233","TENOECTOMIAS DA MAO NCOP","",,1,,1,1,,"ICD9","TENOECTOMIAS DA MAO NCOP"
"8235","FASCIECTOMIAS DA MAO NCOP","",,1,,1,1,,"ICD9","FASCIECTOMIAS DA MAO NCOP"
"8239","EXCISOES DE TECIDOS MOLES DA MAO NCOP","",,1,,1,1,,"ICD9","EXCISOES DE TECIDOS MOLES DA MAO NCOP"
"8241","SUTURA DE BAINHA DE TENDAO DA MAO","",,1,,1,1,,"ICD9","SUTURA DE BAINHA DE TENDAO DA MAO"
"8242","SUTURA DIFERIDA DO TENDAO FLEXOR DA MAO","",,1,,1,1,,"ICD9","SUTURA DIFERIDA DO TENDAO FLEXOR DA MAO"
"8243","SUTURA DIFERIDA DE OUTRO TENDAO DA MAO","",,1,,1,1,,"ICD9","SUTURA DIFERIDA DE OUTRO TENDAO DA MAO"
"8245","SUTURAS DE OUTROS TENDOES DA MAO NCOP","",,1,,1,1,,"ICD9","SUTURAS DE OUTROS TENDOES DA MAO NCOP"
"8255","ALTERACOES DO COMPRIMENTO DE TENDOES OU MUSCULOS DA MAO, NCOP","",,1,,1,1,,"ICD9","ALTERACOES DO COMPRIMENTO DE TENDOES OU MUSCULOS DA MAO, NCOP"
"8256","TRANSFERENCIAS DE TENDOES OU TRANSPLANTACAO, DA MAO, NCOP","",,1,,1,1,,"ICD9","TRANSFERENCIAS DE TENDOES OU TRANSPLANTACAO, DA MAO, NCOP"
"8257","TRANSPOSICAO DE TENDOES DA MAO","",,1,,1,1,,"ICD9","TRANSPOSICAO DE TENDOES DA MAO"
"8258","TRANSPLANTACAO OU TRANSFERENCIA DE TENDOES DA MAO, NCOP","",,1,,1,1,,"ICD9","TRANSPLANTACAO OU TRANSFERENCIA DE TENDOES DA MAO, NCOP"
"8279","OPERACAO PLASTICA NA MAO COM ENXERTO OU IMPLANTE NCOP","",,1,,1,1,,"ICD9","OPERACAO PLASTICA NA MAO COM ENXERTO OU IMPLANTE NCOP"
"8289","OPERACOES PLASTICAS NA MAO NCOP","",,1,,1,1,,"ICD9","OPERACOES PLASTICAS NA MAO NCOP"
"8291","LISE DE ADERENCIAS DA MAO","",,1,,1,1,,"ICD9","LISE DE ADERENCIAS DA MAO"
"8296","INJECCAO DE SUBSTANCIA TERAPEUTICA ACTUANDO LOCALMENTE NOS TECID","",,1,,1,1,,"ICD9","INJECCAO DE SUBSTANCIA TERAPEUTICA ACTUANDO LOCALMENTE NOS TECID"
"8301","EXPLORACAO DE BAINHA DE TENDAO","",,1,,1,1,,"ICD9","EXPLORACAO DE BAINHA DE TENDAO"
"8312","TENOTOMIA DO ADUTOR DA COXA","",,1,,1,1,,"ICD9","TENOTOMIA DO ADUTOR DA COXA"
"8314","FASCIOTOMIA","",,1,,1,1,,"ICD9","FASCIOTOMIA"
"8321","BIOPSIA DE TECIDO MOLE","",,1,,1,1,,"ICD9","BIOPSIA DE TECIDO MOLE"
"8329","ACTOS DE DIAGN.EM MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL, NCOP","",,1,,1,1,,"ICD9","ACTOS DE DIAGN.EM MUSCULO, TENDAO, FASCIA E BOLSA SINOVIAL, NCOP"
"8331","EXCISAO DE LESAO DE BAINHA TENDINOSA","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DE BAINHA TENDINOSA"
"8332","EXCISAO DE LESAO DE MUSCULO","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DE MUSCULO"
"834","EXCISAO DE MUSCULO, TENDAO OU FASCIA, NCOP","",,1,,1,1,,"ICD9","EXCISAO DE MUSCULO, TENDAO OU FASCIA, NCOP"
"8345","MIECTOMIAS NCOP","",,1,,1,1,,"ICD9","MIECTOMIAS NCOP"
"8362","SUTURA DIFERIDA DE TENDAO","",,1,,1,1,,"ICD9","SUTURA DIFERIDA DE TENDAO"
"8364","SUTURA DE TENDAO, NCOP","",,1,,1,1,,"ICD9","SUTURA DE TENDAO, NCOP"
"8371","ALONGAMENTO DE TENDAO","",,1,,1,1,,"ICD9","ALONGAMENTO DE TENDAO"
"8375","TRANSFERENCIA OU TRANSPLANTACAO DE TENDAO","",,1,,1,1,,"ICD9","TRANSFERENCIA OU TRANSPLANTACAO DE TENDAO"
"8388","OPERACAO PLASTICA EM TENDAO, NCOP","",,1,,1,1,,"ICD9","OPERACAO PLASTICA EM TENDAO, NCOP"
"8389","OPERACAO PLASTICA EM FASCIA, NCOP","",,1,,1,1,,"ICD9","OPERACAO PLASTICA EM FASCIA, NCOP"
"8391","LISE DE ADERENCIAS DE MUSCULO TENDAO FASCIA E BOLSA SINOVIAL","",,1,,1,1,,"ICD9","LISE DE ADERENCIAS DE MUSCULO TENDAO FASCIA E BOLSA SINOVIAL"
"8399","OPERACOES EM MUSCULO TENDAO FASCIA E BOLSA SINOVIAL NCOP","",,1,,1,1,,"ICD9","OPERACOES EM MUSCULO TENDAO FASCIA E BOLSA SINOVIAL NCOP"
"8402","AMPUTACAO E DESARTICULACAO DO POLEGAR","",,1,,1,1,,"ICD9","AMPUTACAO E DESARTICULACAO DO POLEGAR"
"841","AMPUTACAO MEMBRO INFERIOR","",,1,,1,1,,"ICD9","AMPUTACAO MEMBRO INFERIOR"
"8411","AMPUTACAO DE DEDO DO PE","",,1,,1,1,,"ICD9","AMPUTACAO DE DEDO DO PE"
"8417","AMPUTACAO DO MEMBRO INFERIOR ACIMA DO JOELHO","",,1,,1,1,,"ICD9","AMPUTACAO DO MEMBRO INFERIOR ACIMA DO JOELHO"
"8419","AMPUTACAO ABDOMINOPELVICA","",,1,,1,1,,"ICD9","AMPUTACAO ABDOMINOPELVICA"
"843","REVISAO DE COTO DE AMPUTACAO","",,1,,1,1,,"ICD9","REVISAO DE COTO DE AMPUTACAO"
"844","IMPLANTACAO OU AJUSTAMENTO DE PROTESE DE MEMBRO","",,1,,1,1,,"ICD9","IMPLANTACAO OU AJUSTAMENTO DE PROTESE DE MEMBRO"
"8491","AMPUTACAO NCOP","",,1,,1,1,,"ICD9","AMPUTACAO NCOP"
"8512","BIOPSIA ABERTA DA MAMA","",,1,,1,1,,"ICD9","BIOPSIA ABERTA DA MAMA"
"8520","EXCISAO OU DESTRUICAO DE TECIDO MAMARIO, SOE","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE TECIDO MAMARIO, SOE"
"8524","EXCISAO DE TECIDO MAMARIO ECTOPICO","",,1,,1,1,,"ICD9","EXCISAO DE TECIDO MAMARIO ECTOPICO"
"8531","MAMOPLASTIA REDUTORA UNILATERAL","",,1,,1,1,,"ICD9","MAMOPLASTIA REDUTORA UNILATERAL"
"8532","MAMOPLASTIA REDUTORA BILATERAL","",,1,,1,1,,"ICD9","MAMOPLASTIA REDUTORA BILATERAL"
"8534","MASTECTOMIA SUBCUTANEA UNILATERAL, NCOP","",,1,,1,1,,"ICD9","MASTECTOMIA SUBCUTANEA UNILATERAL, NCOP"
"8536","MASTECTOMIA SUBCUTANEA BILATERAL, NCOP","",,1,,1,1,,"ICD9","MASTECTOMIA SUBCUTANEA BILATERAL, NCOP"
"8541","MASTECTOMIA SIMPLES UNILATERAL","",,1,,1,1,,"ICD9","MASTECTOMIA SIMPLES UNILATERAL"
"8545","MASTECTOMIA RADICAL UNILATERAL","",,1,,1,1,,"ICD9","MASTECTOMIA RADICAL UNILATERAL"
"8553","IMPLANTE MAMARIO UNILATERAL","",,1,,1,1,,"ICD9","IMPLANTE MAMARIO UNILATERAL"
"8554","IMPLANTE MAMARIO BILATERAL","",,1,,1,1,,"ICD9","IMPLANTE MAMARIO BILATERAL"
"8586","TRANSPOSICAO DE MAMILO","",,1,,1,1,,"ICD9","TRANSPOSICAO DE MAMILO"
"8589","MAMOPLASTIAS NCOP","",,1,,1,1,,"ICD9","MAMOPLASTIAS NCOP"
"8593","REVISAO DE IMPLANTE DE MAMA","",,1,,1,1,,"ICD9","REVISAO DE IMPLANTE DE MAMA"
"8594","REMOCAO DE IMPLANTE DE MAMA","",,1,,1,1,,"ICD9","REMOCAO DE IMPLANTE DE MAMA"
"8596","REMOCAO DE EXPANSOR TECIDULAR DA MAMA","",,1,,1,1,,"ICD9","REMOCAO DE EXPANSOR TECIDULAR DA MAMA"
"860","INCISAO DE PELE E TECIDO CELULAR SUBCUTANEO","",,1,,1,1,,"ICD9","INCISAO DE PELE E TECIDO CELULAR SUBCUTANEO"
"8601","ASPIRACAO DE PELE E TECIDO SUBCUTANEO","",,1,,1,1,,"ICD9","ASPIRACAO DE PELE E TECIDO SUBCUTANEO"
"8603","INCISAO DE SINUS OU CISTO PILONIDAL","",,1,,1,1,,"ICD9","INCISAO DE SINUS OU CISTO PILONIDAL"
"8605","INCISAO COM EXTRACCAO CORPO ESTRANHO DA PELE E TECIDO SUBCUTANEO","",,1,,1,1,,"ICD9","INCISAO COM EXTRACCAO CORPO ESTRANHO DA PELE E TECIDO SUBCUTANEO"
"8607","INSERCAO DE DISPOSITIVO ACESSO VASCULAR TOTALMENTE IMPLANTAVEL","",,1,,1,1,,"ICD9","INSERCAO DE DISPOSITIVO ACESSO VASCULAR TOTALMENTE IMPLANTAVEL"
"8611","BIOPSIA DE PELE E TECIDO SUBCUTANEO","",,1,,1,1,,"ICD9","BIOPSIA DE PELE E TECIDO SUBCUTANEO"
"8621","EXCISAO DE QUISTO OU SINUS PILONIDAL","",,1,,1,1,,"ICD9","EXCISAO DE QUISTO OU SINUS PILONIDAL"
"8623","REMOCAO DE UNHA, LEITO UNGUEAL OU PELE CIRCUNDANTE","",,1,,1,1,,"ICD9","REMOCAO DE UNHA, LEITO UNGUEAL OU PELE CIRCUNDANTE"
"8627","DESBRIDAMENTO DE UNHA,LEITO UNGUEAL OU PREGA UNGUEAL","",,1,,1,1,,"ICD9","DESBRIDAMENTO DE UNHA,LEITO UNGUEAL OU PREGA UNGUEAL"
"863","EXCISAO OU DESTRUICAO LOCAL. LESAO OU TEC.PELE E TEC.S/CUT. NCOP","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO LOCAL. LESAO OU TEC.PELE E TEC.S/CUT. NCOP"
"8659","SUTURA DA PELE E TECIDO-SUBCUTANEO DE LOCAIS NCOP","",,1,,1,1,,"ICD9","SUTURA DA PELE E TECIDO-SUBCUTANEO DE LOCAIS NCOP"
"8660","ENXERTO LIVRE DE PELE, SOE","",,1,,1,1,,"ICD9","ENXERTO LIVRE DE PELE, SOE"
"8666","HOMOENXERTO NA PELE","",,1,,1,1,,"ICD9","HOMOENXERTO NA PELE"
"867","ENXERTOS PEDICULADOS OU RETALHOS","",,1,,1,1,,"ICD9","ENXERTOS PEDICULADOS OU RETALHOS"
"8670","ENXERTO PEDICULADO OU RETALHO, SOE","",,1,,1,1,,"ICD9","ENXERTO PEDICULADO OU RETALHO, SOE"
"8672","AVANCAMENTO DE ENXERTO PEDICULADO","",,1,,1,1,,"ICD9","AVANCAMENTO DE ENXERTO PEDICULADO"
"8674","LIGACAO DE ENXERTO PEDICULADO OU RETALHO, LOCALIZACAO NCOP","",,1,,1,1,,"ICD9","LIGACAO DE ENXERTO PEDICULADO OU RETALHO, LOCALIZACAO NCOP"
"715","VULVECTOMIA RADICAL","",,1,,1,1,,"ICD9","VULVECTOMIA RADICAL"
"7161","VULVECTOMIA UNILATERAL","",,1,,1,1,,"ICD9","VULVECTOMIA UNILATERAL"
"7162","VULVECTOMIA BILATERAL","",,1,,1,1,,"ICD9","VULVECTOMIA BILATERAL"
"7172","REPARACAO DE FISTULA DA VULVA OU PERINEO","",,1,,1,1,,"ICD9","REPARACAO DE FISTULA DA VULVA OU PERINEO"
"7179","REPARACOES DA VULVA E PERINEO NCOP","",,1,,1,1,,"ICD9","REPARACOES DA VULVA E PERINEO NCOP"
"718","OPERACOES NA VULVA NCOP","",,1,,1,1,,"ICD9","OPERACOES NA VULVA NCOP"
